id;nom;prenoms;Genre;nomproduit;categorie;prixunitaire;dateachat
2111;Diop;Jumaane;Male;Crème anti-rides Nivea;Produits de soin pour le visage;2500;2024-01-20 11:04:00.0000000
2112;Okoro;Uzoma;Male;Chorizo;Charcuterie;2000;2024-01-18 17:38:00.0000000
2113;Anang;Kwesi;Male;Pâté de chevreuil;Charcuterie;1800;2024-01-21 08:41:00.0000000
2114;Mensah;Osei;Male;Saucisse de Montbéliard;Charcuterie;1900;2024-01-17 13:53:00.0000000
2115;Jenkins;Amy;Female;Gel nettoyant visage purifiant L'Oréal;Produits de soin pour le visage;1800;2024-01-15 09:13:00.0000000
2116;Price;Angela;Female;Saucisson aux herbes;Charcuterie;1400;2024-01-04 08:10:00.0000000
2117;Eze;Chukwudi;Male;Sachet de sel iodé;Condiment;500;2024-01-15 21:14:00.0000000
2118;Ba;Adama;Female;Pâté de lapin aux herbes de Provence;Charcuterie;1800;2024-01-21 18:24:00.0000000
2119;Flores;Lindsey;Female;Savon exfoliant Neutrogena;Produits de douche;1000;2024-01-05 23:28:00.0000000
2120;Simmons;Harold;Male;Paquet de chips Tortilla;Snack;1000;2024-01-13 22:43:00.0000000
2121;Coleman;Cassandra;Female;Saucisse fumée;Charcuterie;1400;2024-01-30 15:30:00.0000000
2122;Keita;Kwadwo;Male;Pot de moutarde;Condiment;500;2024-01-06 06:17:00.0000000
2123;Mohammed;Fatimah;Female;Bouteille de sauce soja;Condiment;1000;2024-01-25 03:22:00.0000000
2124;Simmons;Harold;Male;Pâté de volaille;Charcuterie;1200;2024-01-27 05:52:00.0000000
2125;Turner;Ryan;Male;Crème solaire visage et corps biodégradable La Roche-Posay;Produits de protection solaire;2000;2024-01-30 03:02:00.0000000
2126;Bell;David;Male;Bouteille de sirop de grenadine;Boisson;750;2024-01-26 08:07:00.0000000
2127;Diop;Sekou;Male;Pâté de chevreuil;Charcuterie;1800;2024-01-25 11:33:00.0000000
2128;Bonsu;Kwesi;Male;Paquet de café Nescafé;Café;1500;2024-01-04 19:22:00.0000000
2129;Tetteh;Jabari;Male;Pâté de marcassin;Charcuterie;1900;2024-01-15 08:12:00.0000000
2130;Nwachukwu;Chinelo;Female;Saucisse de veau;Charcuterie;1600;2024-01-16 04:54:00.0000000
2131;Green;Adrian;Male;Terrine de pintade;Charcuterie;1600;2024-01-05 20:02:00.0000000
2132;Murphy;Jesse;Male;Sachet de sel iodé;Condiment;500;2024-01-08 11:27:00.0000000
2133;Boateng;Adjoa;Female;Saucisson à la figue;Charcuterie;1600;2024-01-06 07:26:00.0000000
2134;Reed;Phillip;Male;Saucisson à l'Armagnac;Charcuterie;1400;2024-01-14 01:55:00.0000000
2135;Boateng;Kwaku;Male;Paquet de couches Pampers;Hygiène;2500;2024-01-20 10:54:00.0000000
2136;Asante;Kwame;Male;Paquet de riz long grain;Alimentation;1000;2024-01-10 11:46:00.0000000
2137;Moyo;Simba;Male;Saucisson à l'Armagnac;Charcuterie;1400;2024-01-23 04:31:00.0000000
2138;Reed;Paul;Male;Pâté de lapin aux pistaches;Charcuterie;1800;2024-01-27 04:24:00.0000000
2139;Thompson;Jose;Male;Baume après-rasage Gillette;Produits de rasage;700;2024-01-21 17:50:00.0000000
2140;Nwadike;Ngozi;Female;Terrine de biche;Charcuterie;1700;2024-01-18 22:34:00.0000000
2141;Miller;Hazel;Female;Saucisson aux noisettes;Charcuterie;1400;2024-01-16 10:08:00.0000000
2142;Bryant;Janet;Female;Boîte de kleenex;Hygiène;1000;2024-01-24 02:28:00.0000000
2143;Azikiwe;Amina;Female;Jambon de Bayonne;Charcuterie;1900;2024-01-09 13:49:00.0000000
2144;Diallo;Mamadou;Male;Sac de riz Basmati;Alimentation;4000;2024-01-14 00:28:00.0000000
2145;Coleman;Aaron;Male;Jambon fumé;Charcuterie;1400;2024-01-07 12:05:00.0000000
2146;Martinez;Ava;Female;Crème anti-cellulite Garnier;Produits de soin pour le corps;2000;2024-01-10 12:03:00.0000000
2147;Lopez;Vincent;Male;Shampooing réparateur L'Oréal;Produits de soin capillaire;1500;2024-01-07 17:44:00.0000000
2148;Perez;Monica;Female;Crème de jour anti-rides Nivea;Produits de soin pour le visage;1200;2024-01-25 02:08:00.0000000
2149;Gonzalez;Charlotte;Female;Pâté de lapin aux noix;Charcuterie;1800;2024-01-04 23:22:00.0000000
2150;Nwadike;Nneka;Female;Pot de miel;Condiment;1000;2024-01-02 23:24:00.0000000
2151;Adewale;Chiamaka;Female;Pot de moutarde;Condiment;500;2024-01-01 20:40:00.0000000
2152;Mensah;Abigail;Female;Saucisson à l'ail;Charcuterie;1300;2024-01-26 08:58:00.0000000
2153;Anang;Kwesi;Male;Pâté de canard;Charcuterie;1500;2024-01-28 08:18:00.0000000
2154;Moore;William;Male;Crème réparatrice pour les mains Neutrogena;Produits de soin pour les mains;1000;2024-01-07 12:22:00.0000000
2155;Foster;Vanessa;Female;Baume nourrissant pour les mains Nuxe;Produits de soin pour les mains;1000;2024-01-12 08:04:00.0000000
2156;Perez;Linda;Female;Crème de jour anti-taches Nivea;Produits de soin pour le visage;1200;2024-01-20 07:13:00.0000000
2157;Diaz;Juan;Male;Bouteille de sauce soja;Condiment;1000;2024-01-07 03:53:00.0000000
2158;Flores;Katelyn;Female;Sachet de paprika;Condiment;500;2024-01-29 06:58:00.0000000
2159;Kelly;Marie;Female;Gel nettoyant visage La Roche-Posay;Produits de soin pour le visage;1800;2024-01-23 16:23:00.0000000
2160;Adams;Leah;Female;Boudin blanc;Charcuterie;1400;2024-01-05 22:08:00.0000000
2161;Bennett;Albert;Male;Crème solaire enfants Uriage;Produits de protection solaire;2000;2024-01-10 16:05:00.0000000
2162;Wilson;Christopher;Male;Saucisson à la pistache;Charcuterie;1800;2024-01-15 22:22:00.0000000
2163;Nelson;Julie;Female;Rillettes de thon au basilic;Charcuterie;1500;2024-01-23 14:10:00.0000000
2164;Traoré;Bintou;Female;Soin contour des yeux L'Oréal;Produits de soin pour le visage;2500;2024-01-27 22:38:00.0000000
2165;Coleman;Cassandra;Female;Dentifrice protection caries Sensodyne;Produits d'hygiène dentaire;500;2024-01-21 15:24:00.0000000
2166;Mitchell;Anna;Female;Boudin noir;Charcuterie;1500;2024-01-21 09:23:00.0000000
2167;Okoro;Uzoma;Male;Démaquillant waterproof Maybelline;Produits de démaquillage;1200;2024-01-16 20:20:00.0000000
2168;Kamara;Nadia;Female;Spray corporel rafraîchissant Axe;Produits de soin pour le corps;800;2024-01-19 04:45:00.0000000
2169;Jalloh;Saidi;Male;Rillettes de canard au poivre vert;Charcuterie;1500;2024-01-02 03:52:00.0000000
2170;Zulu;Sibongile;Female;Pâté de canard;Charcuterie;1500;2024-01-18 02:53:00.0000000
2171;Okoro;Uzoma;Male;Pâté de marcassin;Charcuterie;1900;2024-01-11 20:48:00.0000000
2172;Anang;Kwesi;Male;Saucisson au genièvre;Charcuterie;1400;2024-01-21 07:26:00.0000000
2173;Coleman;Addison;Female;Sachet de thé vert;Thé;500;2024-01-10 19:00:00.0000000
2174;Toure;Sekou;Male;Paquet de cacahuètes;Snack;750;2024-01-03 22:17:00.0000000
2175;Okafor;Amaechi;Female;Saucisson de Lyon;Charcuterie;1400;2024-01-19 05:02:00.0000000
2176;Nwadike;Nneka;Female;Boîte de conserve de thon Petit Navire;Poisson;1000;2024-01-01 15:13:00.0000000
2177;Adeyemi;Kemi;Female;Barre de chocolat Milka;Chocolat;750;2024-01-24 18:25:00.0000000
2178;Young;Lindsay;Female;Gel coiffant effet brillant Schwarzkopf;Produits de coiffure;1500;2024-01-02 11:32:00.0000000
2179;Okafor;Amaechi;Female;Gel coiffant effet brillant Schwarzkopf;Produits de coiffure;1500;2024-01-06 20:26:00.0000000
2180;Sow;Nabila;Female;Paquet de chips Lay's;Snack;750;2024-01-31 04:08:00.0000000
2181;Morris;Gregory;Male;Saucisse de Francfort;Charcuterie;1000;2024-01-06 15:36:00.0000000
2182;Smith;Olivia;Female;Pâté de lièvre;Charcuterie;1800;2024-01-24 15:23:00.0000000
2183;Thompson;Henry;Male;Bouteille de bière Guinness;Bière;1000;2024-01-31 14:37:00.0000000
2184;Ward;Caleb;Male;Shampooing volumisant Schwarzkopf;Produits de soin capillaire;1800;2024-01-15 22:44:00.0000000
2185;Moore;William;Male;Sérum hydratant Vichy;Produits de soin pour le visage;3000;2024-01-23 10:45:00.0000000
2186;Abubakar;Musa;Male;Sac de farine de blé;Alimentation;1500;2024-01-12 13:09:00.0000000
2187;Bah;Saidou;Female;Sachet de thé vert;Thé;500;2023-12-23 21:09:00.0000000
2188;Perez;Grayson;Male;Saucisse de Lyon;Charcuterie;1600;2023-12-22 20:46:00.0000000
2189;Wood;Erica;Female;Paquet de biscuits Petit Beurre;Biscuits;1000;2023-11-11 09:26:00.0000000
2190;Thompson;Jose;Male;Spray corporel Axe;Produits de soin pour le corps;800;2023-11-30 14:50:00.0000000
2191;Diallo;Mamadou;Male;Paquet de café Nescafé;Café;1500;2023-12-04 08:23:00.0000000
2192;Collins;Juan;Male;Sachet de thé Lipton;Thé;500;2023-12-21 22:00:00.0000000
2193;Price;Willie;Male;Baume réparateur pour les mains Biafine;Produits de soin pour les mains;1000;2023-11-09 14:36:00.0000000
2194;Diop;Fatoumata;Female;Crème réparatrice Cicabiafine;Produits de soin pour le corps;1500;2023-11-26 00:36:00.0000000
2195;Reed;Justin;Male;Sachet de lessive Skip;Hygiène;750;2023-12-30 08:12:00.0000000
2196;Camara;Fatoumata;Female;Sachet de graines de chia;Condiment;1000;2023-12-01 21:36:00.0000000
2197;Wilson;James;Male;Saucisse fumée;Charcuterie;1400;2023-11-30 09:06:00.0000000
2198;Murphy;Avery;Female;Boîte de haricots verts en conserve;Condiment;750;2023-12-06 16:44:00.0000000
2199;Asante;Kwame;Male;Pâté de porc;Charcuterie;1200;2023-11-04 14:00:00.0000000
2200;Anang;Kwesi;Male;Paquet de lentilles;Alimentation;750;2023-11-12 11:40:00.0000000
2201;Cook;George;Male;Pot de yaourt Danone;Produits laitiers;750;2023-11-21 15:55:00.0000000
2202;King;Aaron;Male;Démaquillant waterproof Maybelline;Produits de démaquillage;1200;2023-11-06 09:32:00.0000000
2203;Dlamini;Nkosi;Male;Saucisson à la mirabelle;Charcuterie;1400;2023-12-29 07:30:00.0000000
2204;Diop;Sekou;Male;Jambon de Bayonne;Charcuterie;1900;2023-12-23 23:37:00.0000000
2205;Agyeman;Abena;Female;Paquet de spaghetti;Alimentation;750;2023-11-03 14:51:00.0000000
2206;Diop;Sekou;Male;Soin anti-âge global pour le visage L'Oréal;Produits de soin pour le visage;2500;2023-11-17 21:15:00.0000000
2207;Chukwu;Mamoudou;Male;Sac de pommes de terre;Légumes;1000;2023-11-08 17:06:00.0000000
2208;Roberts;Christina;Female;Bouteille de sauce soja;Condiment;1000;2023-12-29 12:27:00.0000000
2209;Powell;Nicholas;Male;Pâté de marcassin;Charcuterie;1900;2023-11-12 05:37:00.0000000
2210;Cook;Dean;Male;Baume réparateur pour les mains Biafine;Produits de soin pour les mains;1000;2023-11-16 15:28:00.0000000
2211;Hill;Anthony;Male;Déodorant bille fraîcheur Nivea;Produits d'hygiène;800;2023-12-26 17:23:00.0000000
2212;Chukwu;Mamoudou;Male;Mortadelle;Charcuterie;1700;2023-12-12 18:31:00.0000000
2213;Adeleke;Tunde;Male;Terrine de chevreuil;Charcuterie;1700;2023-11-27 11:05:00.0000000
2214;Onyeama;Ngozi;Female;Démaquillant bi-phasé Maybelline;Produits de démaquillage;1200;2023-11-23 22:50:00.0000000
2215;Anang;Kwesi;Male;Sérum hydratant Vichy;Produits de soin pour le visage;3000;2023-12-26 09:38:00.0000000
2216;Maalouf;Mohammed;Male;Crème de jour anti-taches Nivea;Produits de soin pour le visage;1200;2023-11-03 05:53:00.0000000
2217;King;Betty;Female;Crème de nuit régénérante L'Oréal;Produits de soin pour le visage;1200;2023-12-22 16:45:00.0000000
2218;Davis;Emilia;Female;Gel coiffant L'Oréal;Produits de coiffure;1500;2023-12-13 10:35:00.0000000
2219;Hughes;Melissa;Female;Rosette;Charcuterie;1800;2023-12-05 08:38:00.0000000
2220;Barnes;Samantha;Female;Jambon fumé;Charcuterie;1400;2023-12-04 18:28:00.0000000
2221;Jalloh;Jelani;Male;Paquet de pâtes Barilla;Alimentation;1000;2023-11-20 15:42:00.0000000
2222;Powell;Arthur;Male;Shampooing doux sans sulfates Timotei;Produits de soin capillaire;1500;2023-11-22 06:35:00.0000000
2223;Asante;Kwame;Male;Soin contour des yeux L'Oréal;Produits de soin pour le visage;2500;2023-12-27 07:53:00.0000000
2224;Baker;Eli;Male;Lotion apaisante après-rasage Nivea;Produits de rasage;700;2023-12-01 18:11:00.0000000
2225;Mensah;Kofi;Male;Sachet de paprika;Condiment;500;2023-11-16 11:40:00.0000000
2226;Traoré;Bintou;Female;Sachet de lessive Skip;Hygiène;750;2023-12-10 16:29:00.0000000
2227;Sanchez;Jacob;Male;Saucisse de canard;Charcuterie;1600;2023-12-15 01:35:00.0000000
2228;Green;Daniel;Male;Paquet de popcorn sucré;Snack;750;2023-11-25 14:54:00.0000000
2229;Bell;Julia;Female;Jambon de Savoie;Charcuterie;2000;2023-12-20 16:53:00.0000000
2230;Diallo;Fanta;Female;Sérum hydratant Vichy;Produits de soin pour le visage;3000;2023-11-10 10:43:00.0000000
2231;Howard;Julian;Male;Saucisson à l'ail;Charcuterie;1300;2023-11-12 06:29:00.0000000
2232;Diaz;Martha;Female;Saucisson au roquefort;Charcuterie;1400;2023-12-09 07:34:00.0000000
2233;Kamara;Jamila;Female;Soin hydratant intense pour le visage Nivea;Produits de soin pour le visage;2500;2023-11-17 17:24:00.0000000
2234;Murphy;Cynthia;Female;Saucisse de volaille;Charcuterie;1600;2023-12-10 19:00:00.0000000
2235;Ward;Scott;Male;Pâté de faisan;Charcuterie;1800;2023-12-13 05:09:00.0000000
2236;Jane;Akafo;Female;Crème pour les pieds à l'urée Scholl;Produits de soin pour les pieds;1500;2023-11-28 09:22:00.0000000
2237;Adeyemi;Kemi;Female;Crème de jour hydratante et protectrice Nivea;Produits de soin pour le visage;1200;2023-11-02 19:46:00.0000000
2238;Adams;Josiah;Male;Sachet de riz Mama Africa;Alimentation;2000;2023-12-09 09:20:00.0000000
2239;Barnes;Dylan;Male;Rillettes de poisson;Charcuterie;1300;2023-11-25 02:11:00.0000000
2240;Ross;Deborah;Female;Saucisse de canard;Charcuterie;1600;2023-12-01 03:11:00.0000000
2241;Martinez;Maria;Female;Pâté de lapin aux herbes de Provence;Charcuterie;1800;2023-12-23 11:25:00.0000000
2242;Evans;Jeremy;Male;Saucisse de Strasbourg;Charcuterie;1600;2023-11-18 03:53:00.0000000
2243;Young;Thomas;Male;Pâté de lièvre;Charcuterie;1800;2023-12-15 03:41:00.0000000
2244;Abubakar;Jamila;Female;Gel douche relaxant à la lavande L'Occitane;Produits de douche;1200;2023-11-04 17:14:00.0000000
2245;Camara;Oumar;Male;Jambon de Savoie;Charcuterie;2000;2023-11-25 11:14:00.0000000
2246;Bonsu;Osei;Male;Pot de crème dessert Danette;Dessert;1000;2023-11-12 00:48:00.0000000
2247;Ramirez;Kelly;Female;Baume après-rasage hydratant Nivea;Produits de rasage;700;2023-12-30 18:28:00.0000000
2248;Diallo;Mamadou;Male;Gel douche nourrissant Dove;Produits de douche;1200;2023-11-04 13:08:00.0000000
2249;Adewale;Chiamaka;Female;Bouteille de vin rouge Merlot;Vin;2500;2023-12-25 16:59:00.0000000
2250;Richardson;Carter;Male;Baume à cuticules Sally Hansen;Produits de soin pour les ongles;1000;2023-11-09 07:10:00.0000000
2251;Abubakar;Musa;Male;Soin hydratant intense pour le visage Nivea;Produits de soin pour le visage;2500;2023-12-29 04:14:00.0000000
2252;Wright;Brandon;Male;Pâté de lapin aux noix;Charcuterie;1800;2023-12-15 22:27:00.0000000
2253;Brown;Noah;Male;Bouteille de Jack Daniel;Liqueur;5000;2023-11-15 16:32:00.0000000
2254;Bennett;Timothy;Male;Sac de farine de blé;Alimentation;1500;2023-12-24 09:57:00.0000000
2255;Chukwu;Obinna;Male;Bouteille de shampoing Head & Shoulders;Hygiène;1500;2023-12-19 01:44:00.0000000
2256;Moore;Samantha;Female;Rillettes de canard;Charcuterie;1400;2023-12-16 23:42:00.0000000
2257;Cook;Dean;Male;Paquet de chips Tortilla;Snack;1000;2023-11-04 00:54:00.0000000
2258;Russell;Helen;Female;Crème pour les pieds Scholl;Produits de soin pour les pieds;1500;2023-12-03 01:18:00.0000000
2259;Garcia;Megan;Female;Rillettes de poisson;Charcuterie;1300;2023-11-11 19:33:00.0000000
2260;Turner;Ryan;Male;Dentifrice protection caries Sensodyne;Produits d'hygiène dentaire;500;2023-12-14 18:02:00.0000000
2261;Sanchez;Brenda;Female;Boîte de kleenex;Hygiène;1000;2023-12-21 15:55:00.0000000
2262;Butler;Nathan;Male;Saucisse de Morteau;Charcuterie;1600;2023-12-16 09:51:00.0000000
2263;Adewale;Babatunde;Male;Bouteille de jus de pomme;Jus;1500;2023-11-18 22:47:00.0000000
2264;Nkrumah;Fatima;Female;Terrine de faisan aux raisins;Charcuterie;1700;2023-11-21 14:32:00.0000000
2265;Ward;Carol;Female;Pâté de lapin;Charcuterie;1300;2023-11-06 22:46:00.0000000
2266;Diop;Jumaane;Male;Déodorant spray sans gaz propulseur Nivea;Produits d'hygiène;800;2023-12-02 18:12:00.0000000
2267;Rivera;Kevin;Male;Sachet de sel iodé;Condiment;500;2023-11-04 07:23:00.0000000
2268;Maalouf;Mohammed;Male;Saucisse de veau;Charcuterie;1600;2023-11-28 03:55:00.0000000
2269;Dlamini;Nkosi;Male;Pot de crème glacée Carte d'Or;Glaces;2000;2023-12-28 22:35:00.0000000
2270;Smith;John;Male;Baume après-rasage hydratant Nivea;Produits de rasage;700;2023-12-07 16:11:00.0000000
2271;Ndlovu;Tariq;Male;Crème anti-rides Nivea;Produits de soin pour le visage;2500;2023-12-10 05:28:00.0000000
2272;Moore;Samantha;Female;Barre de chocolat Milka;Chocolat;750;2023-11-30 15:34:00.0000000
2273;Hernandez;Bella;Female;Saucisse de canard;Charcuterie;1600;2023-12-29 07:00:00.0000000
2274;Foster;Madison;Female;Pâté de lièvre;Charcuterie;1800;2023-11-24 06:00:00.0000000
2275;Okafor;Amaechi;Female;Spray corporel rafraîchissant Axe;Produits de soin pour le corps;800;2023-12-23 07:01:00.0000000
2276;Martinez;Ava;Female;Rillettes de thon;Charcuterie;1500;2023-11-10 04:50:00.0000000
2277;Martinez;Ava;Female;Crème pour les mains Neutrogena;Produits de soin pour les mains;1000;2023-12-23 00:50:00.0000000
2278;Howard;Michelle;Female;Rillettes de thon au basilic;Charcuterie;1500;2023-12-22 01:46:00.0000000
2279;Anderson;Matthew;Male;Crème solaire enfant biodégradable Uriage;Produits de protection solaire;2000;2023-12-23 01:29:00.0000000
2280;Jones;Daniel;Male;Déodorant spray sans gaz propulseur Nivea;Produits d'hygiène;800;2023-12-16 19:06:00.0000000
2281;Taylor;Mason;Male;Bouteille d'eau minérale Cristaline;Eau;500;2023-11-06 09:59:00.0000000
2282;Baker;Eli;Male;Pâté de campagne;Charcuterie;1200;2023-11-05 16:53:00.0000000
2283;Hernandez;Bella;Female;Coppa;Charcuterie;1600;2023-11-11 16:44:00.0000000
2284;Nwadike;Nneka;Female;Saucisse de porc;Charcuterie;1600;2023-11-06 17:27:00.0000000
2285;Ross;Deborah;Female;Crème de nuit régénérante L'Oréal;Produits de soin pour le visage;1200;2023-12-12 10:01:00.0000000
2286;Traoré;Bintou;Female;Gel douche relaxant à la lavande L'Occitane;Produits de douche;1200;2023-11-07 18:35:00.0000000
2287;Torres;Morgan;Female;Tube de dentifrice Colgate;Hygiène;750;2023-12-26 04:36:00.0000000
2288;Keita;Kwadwo;Male;Sachet de thé rooibos;Thé;500;2023-11-14 01:14:00.0000000
2289;Cissé;Nabila;Female;Sachet de sucre vanillé;Sucrerie;500;2023-11-10 05:42:00.0000000
2290;Perez;Linda;Female;Saucisse au poivre;Charcuterie;1600;2023-11-28 06:16:00.0000000
2291;Garcia;Megan;Female;Jambon de la Vallée d'Aoste;Charcuterie;2000;2023-11-28 09:51:00.0000000
2292;Campbell;Michelle;Female;Jambon blanc;Charcuterie;1000;2023-11-18 18:53:00.0000000
2293;Hill;Anthony;Male;Gel douche relaxant à la lavande L'Occitane;Produits de douche;1200;2023-12-17 14:43:00.0000000
2294;Hernandez;William;Male;Crème réparatrice Cicabiafine;Produits de soin pour le corps;1500;2023-12-13 08:44:00.0000000
2295;Martin;Richard;Male;Paquet de biscuits Oreo;Biscuits;1000;2023-11-26 06:11:00.0000000
2296;Bonsu;Kwesi;Male;Sachet de graines de chia;Condiment;1000;2023-12-23 04:00:00.0000000
2297;Adewale;Babatunde;Male;Saucisse fumée;Charcuterie;1400;2023-12-19 13:57:00.0000000
2298;Adams;Leah;Female;Baume nourrissant pour les mains Nuxe;Produits de soin pour les mains;1000;2023-12-25 11:15:00.0000000
2299;Mensah;Kwame;Male;Jambon d'Auvergne;Charcuterie;2000;2023-11-01 11:03:00.0000000
2300;Davis;Jessica;Female;Saucisse de canard;Charcuterie;1600;2023-11-27 16:12:00.0000000
2301;Keita;Mamoudou;Male;Démaquillant pour les yeux bi-phasé Nivea;Produits de démaquillage;1200;2023-12-26 17:10:00.0000000
2302;Camara;Fatoumata;Female;Paquet de popcorn sucré;Snack;750;2023-11-17 11:28:00.0000000
2303;Kamara;Jamila;Female;Démaquillant bi-phasé Maybelline;Produits de démaquillage;1200;2023-12-01 06:25:00.0000000
2304;Coleman;Frances;Female;Dentifrice protection caries Sensodyne;Produits d'hygiène dentaire;500;2023-12-01 22:06:00.0000000
2305;Traoré;Bintou;Female;Gel douche hydratant Dove;Produits de douche;1200;2023-12-10 06:18:00.0000000
2306;Perez;Linda;Female;Pâté de cerf;Charcuterie;1800;2023-11-10 10:07:00.0000000
2307;Jane;Akafo;Female;Crème réparatrice Cicabiafine;Produits de soin pour le corps;1500;2023-11-04 18:44:00.0000000
2308;Diallo;Fanta;Female;Jambon de Luxeuil;Charcuterie;2000;2023-12-15 17:45:00.0000000
2309;Washington;Eugene;Male;Saucisson aux noisettes;Charcuterie;1400;2023-11-11 21:31:00.0000000
2310;Keita;Fatima;Female;Jambon de Parme;Charcuterie;2000;2023-12-11 20:05:00.0000000
2311;Murphy;Cynthia;Female;Paquet de pâtes Barilla;Alimentation;1000;2023-12-15 06:34:00.0000000
2312;Lee;Matthew;Male;Sachet de pâtes de curry rouge;Condiment;750;2023-11-15 20:57:00.0000000
2313;Keita;Kwadwo;Male;Terrine de lapin;Charcuterie;1600;2023-12-10 18:46:00.0000000
2314;Jane;Akafo;Female;Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena;Produits de démaquillage;800;2023-12-30 07:30:00.0000000
2315;Jalloh;Saidi;Male;Pâté de lapin aux pistaches;Charcuterie;1800;2023-12-01 12:20:00.0000000
2316;Ogbonna;Chinwe;Female;Shampooing doux sans sulfates Timotei;Produits de soin capillaire;1500;2023-11-09 20:14:00.0000000
2317;Jalloh;Jelani;Male;Jambon de Parme;Charcuterie;2000;2023-12-02 05:21:00.0000000
2318;Adams;Dorothy;Female;Terrine de chevreuil;Charcuterie;1700;2023-12-21 02:29:00.0000000
2319;Ndlovu;Tariq;Male;Paquet de cacahuètes;Snack;750;2023-11-29 17:27:00.0000000
2320;Parker;Jacqueline;Female;Coppa;Charcuterie;1600;2023-12-08 15:47:00.0000000
2321;Bell;Julia;Female;Rillettes de lapin;Charcuterie;1300;2023-12-07 14:49:00.0000000
2322;Murphy;Cynthia;Female;Pâté de pigeon;Charcuterie;1800;2023-12-04 01:19:00.0000000
2323;Wright;Nancy;Female;Pain de savon Lux;Hygiène;500;2023-12-22 20:51:00.0000000
2324;King;Nicole;Female;Gel douche exfoliant au sel marin Neutrogena;Produits de douche;1200;2023-12-07 17:18:00.0000000
2325;Foster;Ruth;Female;Gel douche Nivea;Produits de douche;1200;2023-11-28 15:42:00.0000000
2326;Osei;Kwabena;Male;Baume après-rasage Gillette;Produits de rasage;700;2023-12-15 23:31:00.0000000
2327;Taylor;Mason;Male;Terrine de campagne;Charcuterie;1900;2023-11-25 08:36:00.0000000
2328;Baker;Eli;Male;Jambon d'Auvergne;Charcuterie;2000;2023-12-20 08:53:00.0000000
2329;Garcia;Ashley;Female;Boîte de maïs en conserve;Condiment;750;2023-11-09 10:05:00.0000000
2330;Nwadike;Nneka;Female;Saucisson à la mirabelle;Charcuterie;1400;2023-11-21 19:10:00.0000000
2331;Barnes;Samantha;Female;Saucisse de foie;Charcuterie;1800;2023-12-02 05:19:00.0000000
2332;Murphy;Avery;Female;Shampooing hydratant Pantene;Produits de soin capillaire;1500;2023-11-07 20:20:00.0000000
2333;Turner;Andrew;Male;Pâté de lapin aux noisettes;Charcuterie;1800;2023-11-10 14:20:00.0000000
2334;Howard;Emily;Female;Jambon de la Forêt Noire;Charcuterie;2000;2023-12-17 01:04:00.0000000
2335;Kamara;Nadia;Female;Jambon de la Forêt Noire;Charcuterie;2000;2023-12-09 21:29:00.0000000
2336;Scott;Margaret;Female;Lotion purifiante pour le visage Neutrogena;Produits de soin pour le visage;1200;2023-12-12 11:01:00.0000000
2337;Flores;Natalie;Female;Crème pour les mains Neutrogena;Produits de soin pour les mains;1000;2023-11-28 22:35:00.0000000
2338;Diop;Fatoumata;Female;Bouteille de sirop de grenadine;Boisson;750;2023-12-23 21:55:00.0000000
2339;Chukwu;Mamoudou;Male;Paquet de chips Tortilla;Snack;1000;2023-12-12 01:47:00.0000000
2340;Carter;Emily;Female;Lotion apaisante après-rasage Nivea;Produits de rasage;700;2023-12-26 21:02:00.0000000
2341;Cooper;Gary;Male;Dentifrice protection gencives Parodontax;Produits d'hygiène dentaire;500;2023-12-10 18:15:00.0000000
2342;Diallo;Mamadou;Male;Baume nourrissant pour les mains Nuxe;Produits de soin pour les mains;1000;2023-12-05 20:54:00.0000000
2343;Adewale;Babatunde;Male;Rillettes de thon au piment d'Espelette;Charcuterie;1500;2023-11-03 04:27:00.0000000
2344;Taylor;Shawn;Male;Bouteille de shampoing Head & Shoulders;Hygiène;1500;2023-12-08 02:50:00.0000000
2345;Cissé;Aminata;Female;Sachet de sucre vanillé;Sucrerie;500;2023-12-29 13:53:00.0000000
2346;Kelly;Laura;Female;Pâté de chevreuil;Charcuterie;1800;2023-11-28 03:45:00.0000000
2347;Okoro;Uzoma;Male;Démaquillant pour les yeux Nivea;Produits de démaquillage;1200;2023-12-31 13:00:00.0000000
2348;Diop;Sekou;Male;Gel nettoyant visage doux Nivea;Produits de soin pour le visage;1800;2023-12-03 11:02:00.0000000
2349;Mensah;Abigail;Female;Pain de savon Lux;Hygiène;500;2023-11-20 14:53:00.0000000
2350;Adegbola;Yemi;Female;Gel coiffant effet brillant Schwarzkopf;Produits de coiffure;1500;2023-11-15 02:17:00.0000000
2351;Diallo;Mamadou;Male;Déodorant Rexona;Produits d'hygiène;800;2023-11-12 11:59:00.0000000
2352;Sanders;Theresa;Female;Bouteille de shampoing Head & Shoulders;Hygiène;1500;2023-11-26 19:27:00.0000000
2353;Hernandez;Bella;Female;Shampooing hydratant Pantene;Produits de soin capillaire;1500;2023-11-27 20:49:00.0000000
2354;Nwachukwu;Chinelo;Female;Saucisse fumée;Charcuterie;1400;2023-12-22 03:25:00.0000000
2355;Mensah;Kwadwo;Male;Sachet de graines de sésame;Condiment;750;2023-12-30 19:21:00.0000000
2356;Lewis;Daniel;Male;Saucisson au roquefort;Charcuterie;1400;2023-12-24 02:17:00.0000000
2357;Hall;Zachary;Male;Terrine de lapin;Charcuterie;1600;2023-12-08 20:34:00.0000000
